5.000000000000000E+009	-1.844121217727661E-001	8.846161452506716E-001	
5.000734787317079E+009	-1.805593520402908E-001	8.848759030041929E-001	
5.001469682616637E+009	-1.789470016956329E-001	8.842019369246033E-001	
5.002204685914545E+009	-1.759525239467621E-001	8.836453549761950E-001	
5.002939797226673E+009	-1.738528460264206E-001	8.828661401592841E-001	
5.003675016568894E+009	-1.696133166551590E-001	8.833176231247791E-001	
5.004410343957086E+009	-1.665756553411484E-001	8.823781728060061E-001	
5.005145779407125E+009	-1.634007543325424E-001	8.823401474584288E-001	
5.005881322934892E+009	-1.598408222198486E-001	8.825683202355723E-001	
5.006616974556270E+009	-1.571671962738037E-001	8.818754512181112E-001	
5.007352734287144E+009	-1.535619497299194E-001	8.825235804598961E-001	
5.008088602143402E+009	-1.502556353807449E-001	8.825371351146277E-001	
5.008824578140934E+009	-1.468750983476639E-001	8.829092740035923E-001	
5.009560662295631E+009	-1.436261534690857E-001	8.832491595850107E-001	
5.010296854623389E+009	-1.403862833976746E-001	8.847684477189681E-001	
5.011033155140104E+009	-1.377190202474594E-001	8.848282285123299E-001	
5.011769563861675E+009	-1.344265490770340E-001	8.860941697985003E-001	
5.012506080804004E+009	-1.311133205890656E-001	8.868316711489397E-001	
5.013242705982994E+009	-1.276695579290390E-001	8.879717526153174E-001	
5.013979439414553E+009	-1.253425031900406E-001	8.891914326760129E-001	
5.014716281114587E+009	-1.222565919160843E-001	8.904348703068710E-001	
5.015453231099009E+009	-1.193722486495972E-001	8.914409428729824E-001	
5.016190289383731E+009	-1.168905496597290E-001	8.927929202370913E-001	
5.016927455984669E+009	-1.139933913946152E-001	8.935843512401634E-001	
5.017664730917741E+009	-1.124021559953690E-001	8.954652224646920E-001	
5.018402114198867E+009	-1.093927323818207E-001	8.966150038542101E-001	
5.019139605843969E+009	-1.077222526073456E-001	8.981409917011530E-001	
5.019877205868973E+009	-1.054361760616303E-001	8.990045009648825E-001	
5.020614914289805E+009	-1.029238253831863E-001	9.001157039674532E-001	
5.021352731122397E+009	-1.014030277729034E-001	9.013985526604884E-001	
