4.000000000000000E+009	3.825395405292511E-001	-8.161222607678893E-001	-1.610649530208951E-005	4.619657374860253E-006
4.009600000000000E+009	3.570332527160645E-001	-8.329525990806558E-001	-4.544405707563218E-005	6.937410216778517E-005
4.019200000000000E+009	3.358038067817688E-001	-8.392441581613869E-001	-9.130633589871794E-006	4.075704509887146E-006
4.028800000000000E+009	3.076915740966797E-001	-8.433695753296567E-001	-1.421143133269838E-005	-1.203835745400284E-005
4.038400000000000E+009	2.750419676303864E-001	-8.564158056359460E-001	2.317705931731629E-005	1.145896021625958E-005
4.048000000000000E+009	2.480969130992889E-001	-8.681543485592486E-001	1.644320530396383E-005	3.998782631242648E-005
4.057600000000000E+009	2.307218611240387E-001	-8.734616168995844E-001	6.929989801058450E-005	-8.274821448139846E-005
4.067200000000000E+009	2.039198130369186E-001	-8.763383268950860E-001	-2.561895813550897E-005	1.417972234776244E-004
4.076800000000000E+009	1.667701900005341E-001	-8.858019493509114E-001	1.110045356675475E-005	7.664829172426835E-005
4.086400000000000E+009	1.435497105121613E-001	-8.952283926496372E-001	-8.799028563591594E-006	-5.936061643296853E-005
4.096000000000000E+009	1.246819794178009E-001	-8.959138370059359E-001	-1.235766665078575E-005	-1.135192142101005E-004
4.105600000000000E+009	9.388870000839233E-002	-8.933435424075820E-001	-2.367600385327382E-005	2.233937448181678E-005
4.115200000000000E+009	5.717712268233299E-002	-9.004117464591896E-001	-2.021993706521761E-005	-4.904722663923167E-005
4.124800000000000E+009	3.493255004286766E-002	-9.060150467381212E-001	-6.164386864339276E-005	-9.091476385947317E-005
4.134400000000000E+009	1.758528500795364E-002	-9.048768900011613E-001	-4.143637315053277E-005	5.628048165817745E-005
4.144000000000000E+009	-1.378528121858835E-002	-8.978279745696782E-001	-4.259209018700008E-005	5.257848533801734E-005
4.153600000000000E+009	-5.236409977078438E-002	-8.992400028640196E-001	-5.475164232481807E-005	-4.308901770855300E-005
4.163200000000000E+009	-7.716752588748932E-002	-9.048613316445698E-001	-1.496599927008091E-004	-8.026597060961649E-005
4.172800000000000E+009	-9.552770107984543E-002	-8.995265395312917E-001	-5.345621823905146E-005	1.447448426006304E-006
4.182400000000000E+009	-1.255700439214706E-001	-8.891324672008074E-001	-6.250258430421118E-006	2.973768459924031E-005
4.192000000000000E+009	-1.632634997367859E-001	-8.863008888155231E-001	4.035863896608640E-005	-5.394295658334158E-005
4.201600000000000E+009	-1.887902766466141E-001	-8.899495537300308E-001	2.568038915252523E-005	-4.478734263102524E-005
4.211200000000000E+009	-2.053735852241516E-001	-8.803264264372088E-001	-1.774335777738867E-004	3.190436109434813E-005
4.220800000000000E+009	-2.343236953020096E-001	-8.682826734817299E-001	-1.558431034634710E-005	8.546964090783149E-005
4.230400000000000E+009	-2.716522216796875E-001	-8.617743441882496E-001	-1.811526504246548E-004	-6.273406324908137E-005
4.240000000000000E+009	-2.909649014472961E-001	-8.632902151580257E-001	1.062219660558113E-004	1.761675594025292E-005
4.249600000000000E+009	-3.060089945793152E-001	-8.518545378345402E-001	-4.609300733661362E-005	5.807791603729129E-005
4.259200000000000E+009	-3.378722667694092E-001	-8.273623073520974E-001	5.605632825149530E-005	-9.380303526995704E-005
