4.000000000000000E+009	3.825061619281769E-001	-8.206705621583855E-001	-3.862989487299972E-005	-1.556028792037978E-006
4.009600000000000E+009	3.560777008533478E-001	-8.364084807347277E-001	1.111435849120024E-005	-8.561958566133399E-006
4.019200000000000E+009	3.361509442329407E-001	-8.414177112973825E-001	1.719635983189300E-005	1.927286757563707E-005
4.028800000000000E+009	3.084568977355957E-001	-8.451460251402746E-001	-4.365193783594898E-005	-4.213384272588883E-006
4.038400000000000E+009	2.743163406848908E-001	-8.600476644954831E-001	-6.336522513222703E-005	2.135166141670197E-005
4.048000000000000E+009	2.493039667606354E-001	-8.732290837201260E-001	-1.060132464330610E-005	-4.591238393913955E-005
4.057600000000000E+009	2.321146875619888E-001	-8.766799306211638E-001	9.046361379409861E-005	2.165636942663696E-005
4.067200000000000E+009	2.048388123512268E-001	-8.783102930732978E-001	4.120912987451332E-005	-1.480418904975522E-005
4.076800000000000E+009	1.674468368291855E-001	-8.882065276879634E-001	-6.723703151424030E-006	1.231371606991161E-005
4.086400000000000E+009	1.415213942527771E-001	-8.981432803785312E-001	1.500374764799055E-005	-6.381773800967494E-006
4.096000000000000E+009	1.214417368173599E-001	-8.980653712665511E-001	1.459501973326395E-004	-1.201459599542432E-005
4.105600000000000E+009	8.966937661170960E-002	-8.964630218463691E-001	-3.442095609720751E-006	1.035100831359159E-005
4.115200000000000E+009	5.416882783174515E-002	-9.035569914687662E-001	-1.125296796535845E-004	4.317901039030403E-005
4.124800000000000E+009	2.735817246139050E-002	-9.092967495575834E-001	-1.403824403137967E-004	-1.646259770495817E-004
4.134400000000000E+009	1.138659939169884E-002	-9.084956395952889E-001	-1.621708535188953E-005	-7.897675459389575E-006
4.144000000000000E+009	-2.137697488069534E-002	-9.010563154836140E-001	4.818457475071760E-005	1.690300123300403E-004
4.153600000000000E+009	-6.027661263942719E-002	-9.034946098801387E-001	6.738293659253430E-005	-1.034022789099254E-004
4.163200000000000E+009	-8.099278807640076E-002	-9.070801110516613E-001	1.625205953395652E-004	-5.844514816999435E-005
