5.000000000000000E+009	-1.711707860231400E-001	8.864262699471598E-001	
5.000734787317079E+009	-1.692614108324051E-001	8.866803823853553E-001	
5.001469682616637E+009	-1.679378151893616E-001	8.867839114603852E-001	
5.002204685914545E+009	-1.635574847459793E-001	8.871747324379641E-001	
5.002939797226673E+009	-1.620839685201645E-001	8.871130833837172E-001	
5.003675016568894E+009	-1.586363017559052E-001	8.870221822510024E-001	
5.004410343957086E+009	-1.569099128246307E-001	8.872503660529864E-001	
5.005145779407125E+009	-1.542113572359085E-001	8.878767449887945E-001	
5.005881322934892E+009	-1.515799164772034E-001	8.877509235291734E-001	
5.006616974556270E+009	-1.494794487953186E-001	8.877913855607641E-001	
5.007352734287144E+009	-1.473306715488434E-001	8.882792161131091E-001	
5.008088602143402E+009	-1.445464193820953E-001	8.881306367269000E-001	
5.008824578140934E+009	-1.413137167692184E-001	8.887364024394125E-001	
5.009560662295631E+009	-1.387673318386078E-001	8.891822922340777E-001	
5.010296854623389E+009	-1.364349871873856E-001	8.897774207538329E-001	
5.011033155140104E+009	-1.342419981956482E-001	8.893750922065512E-001	
5.011769563861675E+009	-1.313689947128296E-001	8.908880962314131E-001	
5.012506080804004E+009	-1.288050413131714E-001	8.907286663110245E-001	
5.013242705982994E+009	-1.258055418729782E-001	8.913676099746095E-001	
5.013979439414553E+009	-1.237189546227455E-001	8.921565878287714E-001	
5.014716281114587E+009	-1.210402548313141E-001	8.924866593895414E-001	
5.015453231099009E+009	-1.183390170335770E-001	8.929029699179467E-001	
5.016190289383731E+009	-1.158714964985848E-001	8.934182836980920E-001	
5.016927455984669E+009	-1.133194342255592E-001	8.933381983459504E-001	
5.017664730917741E+009	-1.114870980381966E-001	8.944695115330957E-001	
5.018402114198867E+009	-1.085439026355743E-001	8.946876361707045E-001	
5.019139605843969E+009	-1.066535785794258E-001	8.956876964253748E-001	
5.019877205868973E+009	-1.039281487464905E-001	8.955115459453087E-001	
5.020614914289805E+009	-1.008777171373367E-001	8.959109291598201E-001	
5.021352731122397E+009	-9.911288321018219E-002	8.966329722199047E-001	
5.022090656382677E+009	-9.745503216981888E-002	8.973021975837587E-001	
5.022828690086582E+009	-9.400468319654465E-002	8.978967745143817E-001	
5.023566832250049E+009	-9.260735660791397E-002	8.977651715233057E-001	
5.024305082889015E+009	-8.978784084320068E-002	8.989451097255841E-001	
5.025043442019423E+009	-8.816844969987869E-002	8.994187497547959E-001	
5.025781909657215E+009	-8.634989708662033E-002	9.002010760700314E-001	
5.026520485818338E+009	-8.272153884172440E-002	8.996303471646039E-001	
5.027259170518741E+009	-8.222977817058563E-002	9.008350969817116E-001	
5.027997963774373E+009	-7.994478195905685E-002	8.993161593350582E-001	
5.028736865601189E+009	-7.683632522821426E-002	8.999531684795952E-001	
5.029475876015142E+009	-7.422046363353729E-002	9.008579356189786E-001	
5.030214995032192E+009	-7.313092797994614E-002	8.998677147678900E-001	
5.030954222668298E+009	-7.146655023097992E-002	9.014215701108880E-001	
5.031693558939422E+009	-6.755721569061279E-002	9.013382159173019E-001	
5.032433003861528E+009	-6.759273260831833E-002	9.015994155423325E-001	
5.033172557450585E+009	-6.436485797166824E-002	9.002477958044972E-001	
5.033912219722562E+009	-6.200493499636650E-002	9.007367930308813E-001	
5.034651990693429E+009	-5.900413170456886E-002	9.000052512783859E-001	
5.035391870379162E+009	-5.859165266156197E-002	8.992547279415241E-001	
5.036131858795736E+009	-5.420446768403053E-002	9.004587313750133E-001	
5.036871955959131E+009	-5.246145650744438E-002	8.997130009864609E-001	
5.037612161885328E+009	-4.899951815605164E-002	9.003300772809938E-001	
5.038352476590311E+009	-4.644186422228813E-002	9.006535620726901E-001	
5.039092900090065E+009	-4.380227997899056E-002	9.001900323256500E-001	
5.039833432400578E+009	-4.137130826711655E-002	9.002922517353752E-001	
5.040574073537841E+009	-3.876620903611183E-002	9.000536829925125E-001	
5.041314823517847E+009	-3.619378805160523E-002	8.993090726870561E-001	
5.042055682356591E+009	-3.347710892558098E-002	8.993817295722275E-001	
5.042796650070071E+009	-3.252189978957176E-002	8.984275538742396E-001	
5.043537726674287E+009	-2.915927022695541E-002	8.987560393778766E-001	
5.044278912185240E+009	-2.668887190520763E-002	8.985639033459250E-001	
5.045020206618936E+009	-2.351676113903523E-002	8.990764053820382E-001	
5.045761609991381E+009	-2.118433453142643E-002	8.981231618343537E-001	
5.046503122318585E+009	-1.777391880750656E-002	8.993996322553333E-001	
5.047244743616560E+009	-1.586071588099003E-002	8.986766278681025E-001	
5.047986473901320E+009	-1.297440659254789E-002	8.990431973233979E-001	
5.048728313188881E+009	-1.046539563685656E-002	8.979974887673216E-001	
5.049470261495262E+009	-7.483090274035931E-003	8.984738498888695E-001	
5.050212318836484E+009	-4.632978234440088E-003	8.985358854707695E-001	
5.050954485228571E+009	-2.029349096119404E-003	8.983575047531048E-001	
5.051696760687548E+009	6.633892771787942E-004	8.982559853107369E-001	
5.052439145229444E+009	3.195487894117832E-003	8.986524815647766E-001	
5.053181638870288E+009	5.930607207119465E-003	8.980909992849347E-001	
5.053924241626115E+009	8.318779058754444E-003	8.988107683633672E-001	
5.054666953512960E+009	1.112196035683155E-002	8.988213473860439E-001	
5.055409774546859E+009	1.328863389790058E-002	8.991071323830880E-001	
5.056152704743853E+009	1.642538048326969E-002	8.991051357047368E-001	
5.056895744119984E+009	1.930031552910805E-002	8.988980328842948E-001	
5.057638892691297E+009	2.153545618057251E-002	8.993041211550651E-001	
5.058382150473839E+009	2.392366342246532E-002	9.002690695736980E-001	
