4.000000000000000E+009	3.930010497570038E-001	-8.174128337198999E-001	-1.291589992055911E-005	-6.163310899864882E-006
4.009600000000000E+009	3.699912130832672E-001	-8.318505783938445E-001	5.246809087246436E-005	2.004270299948985E-006
4.019200000000000E+009	3.489403426647186E-001	-8.359861162554426E-001	8.130187186113071E-007	-3.312684202683158E-005
4.028800000000000E+009	3.253517150878906E-001	-8.391686966022212E-001	3.115055573711787E-005	5.801599400001578E-005
4.038400000000000E+009	2.889437973499298E-001	-8.525522085871231E-001	4.336683017558282E-005	-4.320534571888857E-005
4.048000000000000E+009	2.604730725288391E-001	-8.672463954267284E-001	-6.147444936228202E-005	1.795697971829213E-005
4.057600000000000E+009	2.409468144178391E-001	-8.730960702800770E-001	-7.450331791563939E-005	-5.201928433962166E-005
4.067200000000000E+009	2.128890454769135E-001	-8.754088184877928E-001	-6.176911025995764E-005	-2.355569449719042E-005
4.076800000000000E+009	1.776850968599320E-001	-8.848982950360586E-001	-5.137068499156273E-005	-4.349156590421899E-009
4.086400000000000E+009	1.529076099395752E-001	-8.950163559562029E-001	4.540608421286694E-005	1.530531335447449E-005
4.096000000000000E+009	1.359357088804245E-001	-8.970965736759492E-001	-6.656231432781793E-005	2.817436688928865E-005
4.105600000000000E+009	1.044807806611061E-001	-8.929023228994807E-001	-6.527228559068106E-005	6.134341219876660E-006
4.115200000000000E+009	6.812074780464172E-002	-8.991059967348954E-001	-9.100009551660907E-005	9.681274968897924E-005
4.124800000000000E+009	4.198786616325378E-002	-9.066247428973800E-001	-5.727763127851124E-005	-7.189486495917663E-005
4.134400000000000E+009	2.241454645991325E-002	-9.067042842273685E-001	-2.884838533093058E-006	1.213399718835717E-005
4.144000000000000E+009	-1.061230339109898E-002	-9.006295429975612E-001	3.592699098400718E-005	8.000787056516856E-005
4.153600000000000E+009	-4.624237120151520E-002	-9.033632158270228E-001	-4.246236386161582E-005	-7.855132571421564E-005
4.163200000000000E+009	-6.901247054338455E-002	-9.072349213902624E-001	-6.311254508761078E-005	-6.384357220667880E-006
4.172800000000000E+009	-8.328326791524887E-002	-9.019485431874490E-001	2.177372685915885E-005	-9.658630733611062E-005
4.182400000000000E+009	-1.147923842072487E-001	-8.931137550551860E-001	-5.123604515490151E-005	4.798356530955061E-005
